,Horizontal_avg,Vertical_avg,Horizontal_var,Vertical_var,Horizontal_min,Vertical_min,Horizontal_max,Vertical_max,Horizontal_kurt,Vertical_kurt,Horizontal_skew,Vertical_skew,Horizontal_f1,Vertical_f1,Horizontal_f2,Vertical_f2,Horizontal_f3,Vertical_f3,Horizontal_f5,Vertical_f5
0,0.40559354424476624,0.41820085048675537,0.09534449130296707,0.099979929625988,0.0,0.0,2.3261427879333496,2.2025108337402344,0.21495701372623444,0.22962719202041626,0.21326512098312378,0.2248668372631073,0.40559354424476624,0.41820085048675537,0.09534740447998047,0.09998298436403275,1.0944833755493164,0.9822477102279663,0.1996929943561554,0.2123006284236908
1,0.39688313007354736,0.41255176067352295,0.09248504042625427,0.0955200046300888,0.0,0.0,2.5246262550354004,2.311694622039795,0.20326584577560425,0.2165946364402771,0.19783969223499298,0.2073211669921875,0.39688313007354736,0.41255176067352295,0.0924878641963005,0.0955229178071022,1.0891276597976685,0.9538083076477051,0.19460149109363556,0.21026888489723206
2,0.3964798152446747,0.4032856822013855,0.091090627014637,0.09239397197961807,5.9600002714432776e-05,2.3800001144991256e-05,2.398836612701416,2.409827709197998,0.19920361042022705,0.20469243824481964,0.18935102224349976,0.1926780790090561,0.3964798152446747,0.4032856822013855,0.09109340608119965,0.09239678829908371,1.0377570390701294,0.9727697968482971,0.19655358791351318,0.2033587098121643
3,0.4018125832080841,0.4169001877307892,0.09485682845115662,0.09976229816675186,1.1900000572495628e-05,4.769999941345304e-05,2.1274805068969727,2.3491740226745605,0.2103486806154251,0.22893354296684265,0.20527350902557373,0.2262294888496399,0.4018125832080841,0.4169001877307892,0.09485972672700882,0.099765345454216,1.065553903579712,1.0060659646987915,0.19720341265201569,0.21229101717472076
4,0.39703568816185,0.40689414739608765,0.09182604402303696,0.09410839527845383,5.9600002714432776e-05,0.0,2.4921417236328125,2.033722400665283,0.20128054916858673,0.21063973009586334,0.19333742558956146,0.20099517703056335,0.39703568816185,0.40689414739608765,0.0918288454413414,0.09411126375198364,1.0536375045776367,0.9836729168891907,0.1960841566324234,0.20594169199466705
5,0.39280617237091064,0.40202710032463074,0.08864910155534744,0.09075148403644562,1.1900000572495628e-05,0.0,2.0568251609802246,2.0532608032226562,0.19192782044410706,0.2008877396583557,0.17919954657554626,0.18789400160312653,0.39280617237091064,0.40202710032463074,0.08865180611610413,0.09075425565242767,1.01743483543396,0.9677584171295166,0.1941242516040802,0.2033461034297943
6,0.3873077929019928,0.39575842022895813,0.08736666291952133,0.0882747620344162,0.0,2.3800001144991256e-05,2.280592918395996,2.0383238792419434,0.18681342899799347,0.19248715043067932,0.1748437136411667,0.17797301709651947,0.3873077929019928,0.39575842022895813,0.08736933022737503,0.08827745914459229,1.0533546209335327,0.9796997904777527,0.19156360626220703,0.20001539587974548
7,0.39469656348228455,0.40618425607681274,0.09081777930259705,0.09278203547000885,3.5799999750452116e-05,2.3800001144991256e-05,2.4794936180114746,2.1201491355895996,0.19790033996105194,0.20733104646205902,0.18895111978054047,0.1958097517490387,0.39469656348228455,0.40618425607681274,0.0908205509185791,0.09278486669063568,1.0550775527954102,0.9644718766212463,0.1945176124572754,0.20600610971450806
8,0.3989540934562683,0.4003915786743164,0.09255466610193253,0.09149837493896484,1.1900000572495628e-05,2.3800001144991256e-05,2.4514317512512207,2.2040605545043945,0.20356515049934387,0.20165956020355225,0.19492694735527039,0.189983531832695,0.3989540934562683,0.4003915786743164,0.09255748987197876,0.09150116890668869,1.0402674674987793,0.9959823489189148,0.19911791384220123,0.2005550116300583
9,0.4052422344684601,0.40259847044944763,0.09531502425670624,0.09340561926364899,0.0,0.0,2.2845864295959473,2.0820140838623047,0.21267947554588318,0.20682492852210999,0.20625975728034973,0.1973945051431656,0.4052422344684601,0.40259847044944763,0.09531792998313904,0.09340847283601761,1.0280847549438477,1.0072814226150513,0.2032831609249115,0.20064033567905426
10,0.40459319949150085,0.4058372676372528,0.0936148464679718,0.09500709176063538,1.1900000572495628e-05,0.0,2.067732810974121,2.03169584274292,0.20945759117603302,0.21199388802051544,0.20217184722423553,0.20387166738510132,0.40459319949150085,0.4058372676372528,0.09361770004034042,0.09500999003648758,1.0333929061889648,1.006638526916504,0.20198571681976318,0.20323050022125244
11,0.40526625514030457,0.4078545868396759,0.09627898037433624,0.09524665027856827,1.1900000572495628e-05,0.0,2.204775810241699,2.007472515106201,0.2145572453737259,0.214076966047287,0.20927011966705322,0.20638681948184967,0.40526625514030457,0.4078545868396759,0.09628191590309143,0.09524955600500107,1.0356523990631104,1.010140299797058,0.20198875665664673,0.20457547903060913
12,0.41043201088905334,0.408826619386673,0.09799593687057495,0.09346093982458115,1.1900000572495628e-05,0.0,2.2431492805480957,2.313876152038574,0.22155559062957764,0.21055878698825836,0.21796198189258575,0.19979985058307648,0.41043201088905334,0.408826619386673,0.09799892455339432,0.09346379339694977,1.0351243019104004,0.9659674167633057,0.2056182473897934,0.20401325821876526
